"DATE","PRCP","TEMP","TMIN","TMAX","WIND"
1999-10-01,0.34992294633,24.3725446798,19.3725446798,29.3725446798,5.1699472365
1999-10-02,0.66693769758,14.9393584579,9.9393584579,19.9393584579,6.9964787243
1999-10-03,0.84959378163,2.0178765524,-2.9821234476,7.0178765524,3.4337756243
1999-10-04,0.76056734754,30.542430738,25.542430738,35.542430738,5.7980548411
1999-10-05,0.11652720777,12.057751501,7.057751501,17.057751501,5.4294414814
1999-10-06,0.52769644605,32.4581462331,27.4581462331,37.4581462331,3.5955131422
1999-10-07,0.14675301171,25.1308796741,20.1308796741,30.1308796741,4.47702227
1999-10-08,0.88522820829,6.5823405609,1.5823405609,11.5823405609,3.913217921
1999-10-09,0.31881348711,7.6064997539,2.6064997539,12.6064997539,4.5304500342
1999-10-10,0.87944153472,14.3809239846,9.3809239846,19.3809239846,7.3143538083
1999-10-11,0.18937807785,27.858487647,22.858487647,32.858487647,3.2898527856
1999-10-12,0.71454583656,18.9516586624,13.9516586624,23.9516586624,6.6070957815
1999-10-13,0.74582631801,29.5276732929,24.5276732929,34.5276732929,6.9097602153
1999-10-14,0.788322591,9.6628831886,4.6628831886,14.6628831886,5.5117920549
1999-10-15,0.857735406,6.7351583298,1.7351583298,11.7351583298,5.5610958319
1999-10-16,0.71515893591,36.1783753522,31.1783753522,41.1783753522,4.3073182025
1999-10-17,0.68749114563,18.3300167602,13.3300167602,23.3300167602,5.1693101828
1999-10-18,0.71903463003,19.021832142,14.021832142,24.021832142,4.3985115185
1999-10-19,0.0107931483,36.7059114482,31.7059114482,41.7059114482,5.6345682458
1999-10-20,0.20389937058,14.4299016707,9.4299016707,19.4299016707,3.0725445454
1999-10-21,0.73480929597,18.0616979394,13.0616979394,23.0616979394,6.4517530631
1999-10-22,0.65553889068,22.9845798574,17.9845798574,27.9845798574,6.8889636553
1999-10-23,0.39002258466,20.1927862223,15.1927862223,25.1927862223,4.8856286828
1999-10-24,0.72774528489,33.9384741802,28.9384741802,38.9384741802,5.4920677696
1999-10-25,0.72318398355,15.2205052599,10.2205052599,20.2205052599,4.4326257468
1999-10-26,0.51563740428,8.9373084437,3.9373084437,13.9373084437,6.3439472981
1999-10-27,0.57551812155,5.1888703089,0.1888703089,10.1888703089,3.7891544618
1999-10-28,0.00667203939,1.2647818774,-3.7352181226,6.2647818774,6.1487187126
1999-10-29,0.47250981846,35.1405062154,30.1405062154,40.1405062154,4.7474208947
1999-10-30,0.18726863868,26.9914405793,21.9914405793,31.9914405793,4.7927769932
1999-10-31,0.63191106783,18.2694158796,13.2694158796,23.2694158796,5.6359416987
1999-11-01,0.26831818251,2.6651327591,-2.3348672409,7.6651327591,4.8726914783
1999-11-02,0.20690782065,5.3742797952,0.3742797952,10.3742797952,5.8720706212
1999-11-03,0.16402771809,14.6896303724,9.6896303724,19.6896303724,4.9564134488
1999-11-04,0.12361380786,27.3491864093,22.3491864093,32.3491864093,4.8312135991
1999-11-05,0.23773611285,36.604887927,31.604887927,41.604887927,6.5534480389
1999-11-06,0.08208338247,4.7204373963,-0.2795626037,9.7204373963,4.7555400217
1999-11-07,0.54633735045,13.9906011336,8.9906011336,18.9906011336,6.1461352785
1999-11-08,0.41170004199,13.4792563505,8.4792563505,18.4792563505,3.6205219822
1999-11-09,0.80574289794,9.8257249873,4.8257249873,14.8257249873,4.6392431152
