"DATE","PRCP","TEMP","TMIN","TMAX","WIND"
1999-10-01,0.58151357289,26.0272464566,21.0272464566,31.0272464566,5.2006745997
1999-10-02,0.66195489141,21.4563674144,16.4563674144,26.4563674144,4.3127215882
1999-10-03,0.04133373588,9.6199604254,4.6199604254,14.6199604254,6.4146275092
1999-10-04,0.73562702355,33.2661854792,28.2661854792,38.2661854792,7.1430875566
1999-10-05,0.17383093785,8.1046153642,3.1046153642,13.1046153642,3.1541913999
1999-10-06,0.71852816169,19.7182098255,14.7182098255,24.7182098255,6.8024124631
1999-10-07,0.74582631801,30.5276732929,25.5276732929,35.5276732929,6.9097602153
1999-10-08,0.11652720777,13.057751501,8.057751501,18.057751501,5.4294414814
1999-10-09,0.83294092629,17.7861286271,12.7861286271,22.7861286271,5.8995298641
1999-10-10,0.71172594198,12.0586686805,7.0586686805,17.0586686805,7.5140231668
1999-10-11,0.33927898203,15.8499517888,10.8499517888,20.8499517888,7.9926240649
1999-10-12,0.77607631188,6.6454530638,1.6454530638,11.6454530638,3.2156082971
1999-10-13,0.71515893591,37.1783753522,32.1783753522,42.1783753522,4.3073182025
1999-10-14,0.788322591,10.6628831886,5.6628831886,15.6628831886,5.5117920549
1999-10-15,0.04056759261,37.2597100157,32.2597100157,42.2597100157,6.7757575
1999-10-16,0.8829620937,34.0287076067,29.0287076067,39.0287076067,7.1287085123
1999-10-17,0.52842090249,20.3606492039,15.3606492039,25.3606492039,4.5878356202
1999-10-18,0.1410353199,35.9625135213,30.9625135213,40.9625135213,7.7025333822
1999-10-19,0.20389937058,15.4299016707,10.4299016707,20.4299016707,3.0725445454
1999-10-20,0.63839273418,30.2792540696,25.2792540696,35.2792540696,6.4784442512
1999-10-21,0.16103467728,28.2225220036,23.2225220036,33.2225220036,6.2908163918
1999-10-22,0.06415858944,39.5329597164,34.5329597164,44.5329597164,6.647109404
1999-10-23,0.77102816634,1.9590433352,-3.0409566648,6.9590433352,3.9029110451
1999-10-24,0.35170634349,1.7787081879,-3.2212918121,6.7787081879,5.9347772792
1999-10-25,0.82967063373,25.3452436291,20.3452436291,30.3452436291,4.0006271
1999-10-26,0.23009005215,36.7941637561,31.7941637561,41.7941637561,3.5070250214
1999-10-27,0.77102816634,1.9590433352,-3.0409566648,6.9590433352,3.9029110451
1999-10-28,0.75427941726,31.2970418893,26.2970418893,36.2970418893,7.2631320388
1999-10-29,0.8123953716,19.3918993361,14.3918993361,24.3918993361,4.8961891194
1999-10-30,0.25148110176,14.3005030733,9.3005030733,19.3005030733,4.9278741477
1999-10-31,0.73136608452,11.7523581386,6.7523581386,16.7523581386,6.6917067447
1999-11-01,0.42510148578,29.5741646681,24.5741646681,34.5741646681,4.622880738
1999-11-02,0.66883065714,20.481170876,15.481170876,25.481170876,7.5220861351
1999-11-03,0.04839239322,28.005124148,23.005124148,33.005124148,5.9546002077
1999-11-04,0.09337289301,21.4280892108,16.4280892108,26.4280892108,6.6553342431
1999-11-05,0.23773611285,37.604887927,32.604887927,42.604887927,6.5534480389
1999-11-06,0.72214900434,1.3017711174,-3.6982288826,6.3017711174,7.1336793429
1999-11-07,0.43851237102,33.6940948609,28.6940948609,38.6940948609,4.2374192383
1999-11-08,0.76584035151,8.3300408293,3.3300408293,13.3300408293,5.0186715666
1999-11-09,0.70434510192,33.4012024235,28.4012024235,38.4012024235,5.8683626454
1999-11-10,0.75366390708,37.8622081168,32.8622081168,42.8622081168,4.2748720183
1999-11-11,0.31657357125,6.4609836452,1.4609836452,11.4609836452,5.5701954891
1999-11-12,0.80574289794,10.8257249873,5.8257249873,15.8257249873,4.6392431152
1999-11-13,0.51389598087,37.0120568052,32.0120568052,42.0120568052,3.3901794145
1999-11-14,0.54572921973,14.7603573408,9.7603573408,19.7603573408,6.7477040698
1999-11-15,0.82273718043,25.8450613581,20.8450613581,30.8450613581,4.1970040982
1999-11-16,0.09389258271,36.3450533375,31.3450533375,41.3450533375,3.7894097781
1999-11-17,0.80826799383,35.0424500871,30.0424500871,40.0424500871,4.1077894433
1999-11-18,0.68875615296,24.6231559981,19.6231559981,29.6231559981,4.4795404871
1999-11-19,0.68360855337,31.4762418382,26.4762418382,36.4762418382,3.4546856694
1999-11-20,0.68360855337,31.4762418382,26.4762418382,36.4762418382,3.4546856694
1999-11-21,0.68360855337,31.4762418382,26.4762418382,36.4762418382,3.4546856694
1999-11-22,0.82837656954,31.8462398592,26.8462398592,36.8462398592,6.9356495114
1999-11-23,0.82837656954,31.8462398592,26.8462398592,36.8462398592,6.9356495114
1999-11-24,0.43871243508,37.1841520853,32.1841520853,42.1841520853,5.0561884716
1999-11-25,0.89071183998,13.4682021886,8.4682021886,18.4682021886,5.4011922767
1999-11-26,0.78809256576,38.6035535336,33.6035535336,43.6035535336,4.4805042511
1999-11-27,0.55919060226,13.9143879749,8.9143879749,18.9143879749,7.6186248946
1999-11-28,0.82404743409,29.6410527211,24.6410527211,34.6410527211,3.2000721567
1999-11-29,0.13041880938,21.3988921363,16.3988921363,26.3988921363,6.4573248529
1999-11-30,0.09207514224,33.5091750827,28.5091750827,38.5091750827,6.3002381749
1999-12-01,0.87241582008,32.1097186059,27.1097186059,37.1097186059,3.3263304627
1999-12-02,0.82946767455,28.4760219734,23.4760219734,33.4760219734,5.6175939175
1999-12-03,0.03464217675,13.7587425709,8.7587425709,18.7587425709,5.3209927045
1999-12-04,0.39853215297,25.6017565485,20.6017565485,30.6017565485,7.1438573448
1999-12-05,0.73573430391,39.2978602126,34.2978602126,44.2978602126,3.4475517699
1999-12-06,0.74752128045,31.2120222338,26.2120222338,36.2120222338,7.3037641561
1999-12-07,0.40302951093,1.138862282,-3.861137718,6.138862282,6.1355428591
1999-12-08,0.17098923402,27.0004560556,22.0004560556,32.0004560556,3.1657586137
1999-12-09,0.86976206406,12.6632784344,7.6632784344,17.6632784344,5.7804236545
1999-12-10,0.87162287634,18.6531019993,13.6531019993,23.6531019993,3.7930138148
1999-12-11,0.74302498368,31.4837664962,26.4837664962,36.4837664962,4.2446319859
1999-12-12,0.2420072361,3.8810684383,-1.1189315617,8.8810684383,7.9515708687
1999-12-13,0.29063607633,26.8249576669,21.8249576669,31.8249576669,5.2784889396
1999-12-14,0.35630902827,34.3444067743,29.3444067743,39.3444067743,7.9930904491
