"DATE","PRCP","TEMP","TMIN","TMAX","WIND"
1999-10-01,0.20050881021,5.8374308832,0.8374308832,10.8374308832,6.0371164496
1999-10-02,0.2671305678,19.6758184526,14.6758184526,24.6758184526,6.8822270848
1999-10-03,0.23594035671,19.7871763855,14.7871763855,24.7871763855,6.8819296029
1999-10-04,0.24406303968,10.968602974,5.968602974,15.968602974,3.2049158316
1999-10-05,0.21796103736,11.4580844287,6.4580844287,16.4580844287,6.1885096175
1999-10-06,0.73562702355,33.2661854792,28.2661854792,38.2661854792,7.1430875566
1999-10-07,0.83241781776,30.33092786,25.33092786,35.33092786,6.6391549686
1999-10-08,0.83241781776,30.33092786,25.33092786,35.33092786,6.6391549686
1999-10-09,0.20494698291,16.2438337542,11.2438337542,21.2438337542,3.1987577975
1999-10-10,0.67883239179,37.9224254414,32.9224254414,42.9224254414,6.401682335
1999-10-11,0.47381858937,9.2167811226,4.2167811226,14.2167811226,5.2526365705
1999-10-12,0.05444716914,16.5662122369,11.5662122369,21.5662122369,5.6854092313
1999-10-13,0.15825611682,37.2781501748,32.2781501748,42.2781501748,6.7141082692
1999-10-14,0.69625192365,37.8981804699,32.8981804699,42.8981804699,4.2659261271
1999-10-15,0.38087866107,3.4398985971,-1.5601014029,8.4398985971,3.1442587038
1999-10-16,0.19054232775,20.4849453308,15.4849453308,25.4849453308,6.3609106496
1999-10-17,0.13613810796,15.2587976623,10.2587976623,20.2587976623,6.5957978514
1999-10-18,0.74274711129,36.1054728869,31.1054728869,41.1054728869,5.4401551834
1999-10-19,0.74636186085,9.471126752,4.471126752,14.471126752,3.4127476981
1999-10-20,0.82374859386,36.8862706553,31.8862706553,41.8862706553,6.4580570355
1999-10-21,0.74636186085,9.471126752,4.471126752,14.471126752,3.4127476981
1999-10-22,0.15639889455,7.7543982714,2.7543982714,12.7543982714,3.8666254836
1999-10-23,0.18645217776,8.4848600943,3.4848600943,13.4848600943,5.6558738411
1999-10-24,0.87993223416,30.9102107994,25.9102107994,35.9102107994,5.0348113647
1999-10-25,0.11489488992,23.6134969015,18.6134969015,28.6134969015,6.5010621801
1999-10-26,0.06415858944,39.5329597164,34.5329597164,44.5329597164,6.647109404
1999-10-27,0.76677493977,34.8296331279,29.8296331279,39.8296331279,6.6681980407
1999-10-28,0.84372996411,4.4404982254,-0.5595017746,9.4404982254,3.5371120083
1999-10-29,0.84372996411,4.4404982254,-0.5595017746,9.4404982254,3.5371120083
1999-10-30,0.6764882274,25.5253187884,20.5253187884,30.5253187884,5.7438058727
1999-10-31,0.52829280333,2.6387155093,-2.3612844907,7.6387155093,6.9866130799
1999-11-01,0.85589498358,18.570567755,13.570567755,23.570567755,5.1873510501
1999-11-02,0.25148110176,14.3005030733,9.3005030733,19.3005030733,4.9278741477
1999-11-03,0.4036740696,31.3755068872,26.3755068872,36.3755068872,7.3396790698
1999-11-04,0.04944069927,40.0972105321,35.0972105321,45.0972105321,7.2644308542
1999-11-05,0.09337289301,21.4280892108,16.4280892108,26.4280892108,6.6553342431
1999-11-06,0.81036002826,29.9864704665,24.9864704665,34.9864704665,6.895890956
1999-11-07,0.06155189325,26.3071044758,21.3071044758,31.3071044758,7.9567964475
1999-11-08,0.63581103279,10.0107516851,5.0107516851,15.0107516851,5.0501029457
1999-11-09,0.83581388685,40.2124446109,35.2124446109,45.2124446109,6.8074317097
1999-11-10,0.08886972078,17.1564829014,12.1564829014,22.1564829014,5.1606374171
1999-11-11,0.46972708344,26.2115355153,21.2115355153,31.2115355153,5.6316145423
1999-11-12,0.05724624429,14.1638123374,9.1638123374,19.1638123374,5.9132498545
1999-11-13,0.15971716053,28.8720141202,23.8720141202,33.8720141202,4.6825499863
1999-11-14,0.47813890644,5.7504738625,0.7504738625,10.7504738625,6.6679197836
1999-11-15,0.40619630142,2.0094785132,-2.9905214868,7.0094785132,5.778858837
1999-11-16,0.74426253651,23.8428890929,18.8428890929,28.8428890929,7.5168571791
1999-11-17,0.19712125197,14.7559649535,9.7559649535,19.7559649535,4.7724106787
