"DATE","PRCP","TEMP","TMIN","TMAX","WIND"
1999-10-01,0.63404916498,0.1222713757,-4.8777286243,5.1222713757,5.8724370641
1999-10-02,0.08662775427,36.339965621,31.339965621,41.339965621,6.0926256918
1999-10-03,0.60204946923,14.043235397,9.043235397,19.043235397,6.0193070264
1999-10-04,0.36820997541,1.9962568767,-3.0037431233,6.9962568767,3.2628156089
1999-10-05,0.74030672979,36.9307883363,31.9307883363,41.9307883363,5.6815302426
1999-10-06,0.60200922987,4.123962298,-0.876037702,9.123962298,4.2762399565
1999-10-07,0.24211226448,10.1977296174,5.1977296174,15.1977296174,3.7953395275
1999-10-08,0.8314285743,22.1673029382,17.1673029382,27.1673029382,3.5411263963
1999-10-09,0.68253470793,17.2241593152,12.2241593152,22.2241593152,3.3155958152
1999-10-10,0.74582631801,29.5276732929,24.5276732929,34.5276732929,6.9097602153
1999-10-11,0.1777850127,34.6107119508,29.6107119508,39.6107119508,4.4843486401
1999-10-12,0.13754984211,31.0423356667,26.0423356667,36.0423356667,4.0538823064
1999-10-13,0.87596495721,23.2086068951,18.2086068951,28.2086068951,6.7730098853
1999-10-14,0.788322591,9.6628831886,4.6628831886,14.6628831886,5.5117920549
1999-10-15,0.857735406,6.7351583298,1.7351583298,11.7351583298,5.5610958319
1999-10-16,0.75641405922,16.6818269435,11.6818269435,21.6818269435,3.8441017068
1999-10-17,0.857735406,6.7351583298,1.7351583298,11.7351583298,5.5610958319
1999-10-18,0.75641405922,16.6818269435,11.6818269435,21.6818269435,3.8441017068
1999-10-19,0.70905369654,2.4989779014,-2.5010220986,7.4989779014,7.5556187374
1999-10-20,0.80500105755,12.5658343453,7.5658343453,17.5658343453,4.1569872138
1999-10-21,0.34591919571,26.0131714772,21.0131714772,31.0131714772,5.2617831
1999-10-22,0.76066403742,25.3390004672,20.3390004672,30.3390004672,7.9919309735
1999-10-23,0.83732824089,22.6730725355,17.6730725355,27.6730725355,4.2430459645
1999-10-24,0.80344141776,26.7837041337,21.7837041337,31.7837041337,6.6996287154
1999-10-25,0.8123953716,18.3918993361,13.3918993361,23.3918993361,4.8961891194
1999-10-26,0.73688653755,7.5634886604,2.5634886604,12.5634886604,4.9004987401
1999-10-27,0.87544213137,23.5564460512,18.5564460512,28.5564460512,5.162422624
1999-10-28,0.42405231942,5.6750225835,0.6750225835,10.6750225835,4.6037449834
1999-10-29,0.86556877938,0.7044778485,-4.2955221515,5.7044778485,3.8044941293
1999-10-30,0.49013138835,25.5788759328,20.5788759328,30.5788759328,7.892154003
